Filename,Text_Prompt,Score_Original,Score_Fastvar,Score_RL
0035db245d3cb77717fc699f3237b178cc34b21e.jpg,"boyfriend girlfriend in a club having candle light dinner , happy and romatic vibe ,8k",12.439977645874023,9.200115203857422,8.586194038391113
003c48e6f814af7376faa64c24269a84ebf3b5d7.jpg,"vintage portrait of Jesus Christ The photograph is skillfully composed using a Rolleiflex 2.8F TLR film camera, known for its sharpness and rich tonality. The scene is captured with a 75mm f2.8 Zeiss Planar lens, delivering a timeless and atmospheric blackandwhite image. The settings include an aperture of f4, an ISO of 100, and a shutter speed of 160 sec, expertly balancing the available light and contrast to emphasize the subjects delicate features and intricate details of his ensemble. A soft, diffused light illuminates his face, accentuating his expressive eyes and gently sculpting his cheekbones. The background is an elegant Art Deco backdrop, softly blurred to keep the focus on the stunning subject, ",10.594324111938477,11.5404052734375,10.431177139282227
0079b5adbdd29bc38443bfe49db1ae84e02fadf3.jpg,"Putin, light saber, wet jungle, cinematic, canon eos, 35mm f1.8, hexagon, film still, portrait of Putin in mud, raw and gritty, slightly out of focus,high contrast, dramatic lighting, light and shadow, intense emotion, urgency, rule of thirds composition, visual metaphor, symbolism, ",13.731253623962402,11.230372428894043,11.614701271057129
008d73dd7f94c758ef7ecdf42686062e231e923b.jpg,"Plain light background, man to the side, light, happy, eye contact, black man aged 25  50, stylish confident man, suit, great straight hair, ",12.990738868713379,11.3851900100708,10.226826667785645
00d295e36406fdb1ebe961bd2add75e52320ac41.jpg,musicians collaborating on a recording application.,11.990108489990234,12.404179573059082,12.134597778320312
010d3a1ecc9b6e691630660ec5fb547de1017c5b.jpg,"mildly attractive, weakwilled, ditzy, unintelligent, 25yearold woman with dark brown shoulderlength hair, with an intense bodily desire to mate, real photo ",5.581186771392822,5.144044399261475,4.664072513580322
02547b22cdfd3e710b0c2e01eb5248821728caac.jpg,man makes his way thorgh crowed streets of a dystopian future city ,10.807092666625977,10.85283088684082,12.038372039794922
026a8ad80d60cbf4ed1b8a5a4bbd6e8d759ad83a.jpg,hombre delgado bailando con barba en medio del bosque con un cielo fluorescente,9.264070510864258,8.805094718933105,7.678468227386475
026c857c1a813b3457a5d5a3923ee936d9872103.jpg,"a perfect weather in kyoto, romantic, ",6.540985107421875,5.196693420410156,6.138431072235107
02ecd50bf9837c68eb7649d388bab05a03e58c7d.jpg,Quentin Tarantino2 who is acting as John Ruth2 from the movie The Hateful Eight2 ,5.271905899047852,6.728410243988037,6.420863628387451
02f52ee1c402507d3866ce0f9c077afc23a24a4e.jpg,"aspect ratio of 23, of a young women, mixed race, with her hair swept back away from her face, wearing an oversized comfort colors 1717 shirt with a hiphop theme, color BLACK, woman is laughing and standing in the outside of a club in London, surrounded by other club goers in the proximity",11.487272262573242,10.756720542907715,10.675082206726074
0320f51aa0fbaf88e2d39c16e1eb291ba98d3787.jpg,"photorelistic cinematic shot of young dad and toddler doughter fishing with a visible fishing rods from a mettallic row boat, scene is in the beatiful new york catskills landscape, pepacton reservoir, fall foliage, magic hour light, detailed, clear sky, light wind on the lake",9.802736282348633,6.661703109741211,9.044672012329102
0365a0066f4849759d1d117b1e632c463a4c3e42.jpg,"1991 Warhammer_40k_Titans themed adventure theme park vacation photos, ",7.961466312408447,7.34330415725708,5.355058670043945
